;and a bit of angst;Original Character(s);Alternate Universe - Modern Setting;Alternate Universe;Magic;Fantasy;Action/Adventure;Violence;Hurt/Comfort;Emotional Hurt/Comfort;Found Family;Alpha/Beta/Omega Dynamics;no beta we die like jason todd;Alternate Universe - Canon Divergence;Established Relationship;Fluff;Fix-It;Smut;PWP;lil bit of angst;Not Beta Read;Character Death;Original Character;Original Female Character(s);Friends to Lovers;Slow Burn;Post-Traumatic Stress Disorder - PTSD;Fluff and Angst;Romance;Other Additional Tags to Be Added;Friendship;Canon Related;Love;Steve Rogers;Natasha Romanov (Marvel);Tony Stark;James "Bucky" Barnes;Clint Barton;Domestic Fluff;One Shot;Post-Canon;Humor;Crack;Rough Sex;Drugs;Angst;Art;Blood;Swearing;Alternate Universe - Canon;Modern Era;Angst and Hurt/Comfort;Oral Sex;Anal Sex;Original Male Character(s);Bondage;Fluff and Smut;Alternate Universe - College/University;Falling In Love;Canon Compliant;Mutual Pining;Love Confessions;Explicit Sexual Content;Angst with a Happy Ending;Dirty Talk;Vaginal Sex;Mild Angst;First Kiss;Pre-Relationship;Canon-Typical Violence;Pining;Incest;Polyamory;Sex Toys;Background Relationships;Dom/sub;Death;Blow Jobs;Alcohol;Slow Build;Kissing;Longing;First Time;College;Mild Sexual Content;Jealousy;Torture;Reader;Sexual Content;Anal Play;Depression;College AU;Drug Use;AU;Mental Health Issues;OMC;BDSM;Feels;Tooth-Rotting Fluff;Happy Ending;Homosexuality;friends - Freeform;Suicide;Anal Fingering;Sad;Drabble;Fluff and Humor;Plot What Plot/Porn Without Plot;Soulmates;soul mates;Crossovers & Fandom Fusions;Cuddling & Snuggling;Drama;Hand Job;alternative universe;Sex;Siblings;Friendship/Love;Cute;Dreams and Nightmares;Light Angst;University;Hermione Granger;Domestic;blowjob;Threesome;Masturbation;Food;Children;Fingerfucking;LGBTQ Themes;Orgasm;Protectiveness;Roughness;Harry Potter;Family;Supernatural Elements;Holidays;Getting Together;Confessions;Graphic Descriptions of Injuries;Sweet;Winter Soldier;Rape/Non-con Elements;Dubious Consent;Implied/Referenced Abuse;Homophobia;Science Fiction & Fantasy;Loss;Injury;OC - Character;OCs;Music;depictions of violence;noncon;Grief;Iron Man;Captain America - Character;no beta we die like men;Abuse;Trauma;Spoilers;Modern AU;Pregnancy;Draco Malfoy;Fingering;High School;Trans Character;Illnesses;Bakugou Katsuki;Midoriya Izuku;Kink;Language;Marriage;Feelings;Porn;Fantasy elements;Min Yoongi | Suga;Jeon Jungkook;Kim Taehyung | V;Park Jimin (BTS);Sherlock Holmes;Kisses;Oneshot;Dean Winchester (Mentioned);Canon Typical Violence;Hurt;Character Study;Mythical Beings & Creatures;Gay;LGBTQ Character;Bisexuality;Natasha Romanoff;Canon Divergence;No Beta;slowburn;Parenthood;OC;Mentions of Blood;mentions of abuse;Families of Choice;D/s;dubcon;Anal;Major character death - Freeform;Original Male Character;PTSD;Child Abuse;Tooth Rotting Fluff;Original Character(s) - Character;More tags to be added;Sickness;Illness;Sam Winchester;Castiel/Dean Winchester;Castiel (Supernatural);Porn Without Plot;Bucky Barnes;slight angst;Mourning;Yearning;Minor Angst;Some Fluff;Mental Illness;Alternate Canon;Fluffy;Cuddling;Sadness;Consent;Destiel;Humour;Light-Hearted;Some angst;Hurt and comfort;injuries;One-Sided Relationship;Unbeta'd;Rated T for language;Enemies;lots of feelings;Tension;Drugging;crackfic;Fix It;Plot What Plot;Deviates From Canon;One-Shot;Relationship(s);Mentions of Violence;Юмор;John;Original Female Character (minor);School;order 66 & RotS canon violence;romantic;Hermine Granger;Graphic Violence;Vaginal;really this is so fluffy with sugary sweetness you'll get a toothache;Trans;oral sex (male receiving);dealing with grief;Mostly Canon Compliant;Original Character - Freeform;OFC;Mention of blood;Non-Consensual;Consent Issues;Food mention;lots of swearing;unbetaed;No beta we die like mne;Black Widow;Minor Spoilers
Mental Health Issues;0;0;0;0;0;0;0;0;71125;36351;0;0;0;0;0;39894;0;0;0;0;0;0;0;14506;0;0;112984;29011;0;0;0;0;0;12900;8966;12198;10663;0;0;0;0;0;0;0;0;93843;0;0;0;0;0;0;0;0;10260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90105;0;0;0;67574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9148;10132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMC;0;0;0;10679;0;0;0;0;13151;0;0;0;0;10939;0;18249;0;0;0;0;0;0;0;76092;0;9033;0;8136;10606;9027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21809;0;0;0;0;0;0;0;8914;160639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3393;0;0;0;0;0;0;0;0;0;0;0;5053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BDSM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72337;0;0;0;0;0;14628;0;0;0;0;0;0;0;0;0;9220;0;0;0;0;0;0;0;0;0;48925;0;0;0;0;0;0;0;0;63233;84526;10590;53720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70003;0;50331;0;0;0;0;0;0;0;0;0;23141;0;0;0;0;0;0;0;0;51734;0;0;0;0;0;0;0;0;0;0;59612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10261;12458;11050;11406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feels;0;0;0;0;0;0;0;0;24663;17287;0;0;0;13799;0;31592;0;0;0;0;0;0;0;7280;0;0;0;18607;0;0;0;0;0;14630;10788;15578;12271;8217;0;0;0;0;0;0;0;41026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tooth-Rotting Fluff;0;0;0;0;0;0;0;0;7119;0;0;0;0;0;15216;66840;0;0;0;0;0;0;0;0;0;0;0;7887;0;0;0;0;0;2626;0;2841;0;0;20744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4283;0;0;0;0;0;0;0;0;0;0;101878;0;0;0;0;0;0;0;9718;0;0;0;0;7970;0;0;0;0;0;0;0;0;7259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2546;2571;0;0;0;0;0;0;3127;3345;3042;3294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Happy Ending;0;0;0;0;0;0;0;0;84140;39641;0;0;0;34096;0;84329;0;0;0;0;0;0;0;12201;0;27916;0;60805;0;0;0;0;0;11995;0;12411;0;0;0;0;0;0;0;0;0;116008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13986;14774;14001;14439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Homosexuality;0;0;0;0;0;0;0;0;12432;0;0;0;0;0;0;37263;0;13331;0;0;0;0;0;6385;0;0;0;12710;11376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21866;0;0;0;0;0;0;0;11155;5830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
friends - Freeform;0;0;0;0;0;0;0;0;84954;0;0;0;0;44773;0;150399;0;0;0;0;0;0;0;28548;179611;60226;0;52546;59136;0;229322;0;0;22793;0;22528;0;0;0;0;0;0;0;0;0;104148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21609;21872;0;0;0;0;0;0;20646;21683;21790;21876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suicide;0;0;0;0;0;0;0;0;32255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7354;0;0;0;0;0;0;0;0;0;0;0;4670;0;0;0;0;0;0;0;0;0;65938;0;0;0;0;0;0;0;0;5549;0;0;0;0;0;0;0;0;17443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31250;0;0;0;0;0;0;0;0;0;0;0;35870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6147;7607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anal Fingering;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29342;104532;3558;0;16679;0;0;0;0;0;0;0;18535;0;0;0;0;0;0;0;0;0;0;0;0;38822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134968;0;0;0;26920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4804;5810;5035;5376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sad;0;0;0;0;0;0;0;0;37360;23167;0;0;0;14414;0;24367;0;0;0;0;0;19428;0;7012;0;0;0;18351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5737;5773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Drabble;0;0;0;11259;0;0;0;0;0;0;0;0;0;0;15861;49348;0;0;0;0;0;0;0;3042;0;0;0;0;11446;0;0;0;0;3498;0;3404;0;0;0;13975;0;10226;0;0;0;23988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3214;0;0;0;0;0;0;0;0;0;0;0;5496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3252;1873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fluff and Humor;0;0;7768;0;0;0;0;0;0;0;0;0;0;0;10647;41499;0;0;0;0;0;0;0;3579;0;0;0;8925;10483;0;0;0;0;3073;0;3654;0;0;11870;0;0;19178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3579;0;0;0;0;0;0;0;0;0;0;9718;0;0;0;0;0;0;0;111016;0;0;0;0;0;0;0;0;0;0;0;0;0;7601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2986;2778;0;0;0;0;0;0;0;2771;2655;2697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Plot What Plot/Porn Without Plot;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30690;0;0;53663;0;0;0;0;0;3856;0;0;0;0;0;0;0;0;0;4276;0;3341;3563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34085;53153;0;0;19338;0;0;0;0;0;0;0;23586;0;0;0;0;0;0;0;0;0;0;0;0;34196;0;0;0;0;0;0;0;0;0;10085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27134;0;0;0;235838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4097;0;3429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3089;2796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soulmates;0;0;0;10546;0;0;0;0;10941;0;0;0;0;9526;0;25613;0;0;0;0;0;0;0;4217;0;0;0;9736;0;0;0;0;0;4238;0;4164;0;0;0;0;0;0;0;0;0;20924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4759;4769;5036;5090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
soul mates;0;0;0;10546;0;0;0;0;10941;0;0;0;0;9526;0;25613;0;0;0;0;0;0;0;4217;0;0;0;9736;0;0;0;0;0;4238;0;4164;0;0;0;0;0;0;0;0;0;20924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4759;4769;5036;5090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crossovers & Fandom Fusions;0;0;0;27051;0;0;0;0;0;0;0;0;0;13028;0;18530;0;0;0;0;0;0;0;5301;0;0;0;0;9607;0;0;0;0;5856;4649;6522;0;0;0;0;0;9813;0;0;0;18016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14155;0;0;0;0;0;0;0;0;0;0;0;4966;0;0;0;0;0;0;0;0;0;0;0;7229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4949;2056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuddling & Snuggling;0;0;0;0;0;0;0;0;28927;15331;0;0;0;0;21603;77562;0;0;0;0;0;0;0;3413;0;0;0;0;0;0;0;0;0;4266;0;4413;3394;0;15929;0;0;0;0;0;0;17085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20769;0;0;0;0;0;0;6466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3123;3243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Drama;0;0;0;21021;0;0;0;0;21883;0;0;0;0;11221;0;18073;0;0;0;0;0;0;0;9176;0;0;0;0;51336;0;13674;0;0;2721;0;0;0;0;0;0;0;12676;0;0;0;50389;0;0;0;0;0;0;0;0;6385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133131;0;0;0;0;0;0;0;0;0;4572;0;0;0;0;0;0;0;0;0;0;0;6408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hand Job;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12088;0;19804;0;0;0;0;0;2329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17715;28101;2525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34724;0;0;0;0;11574;0;0;0;0;3607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18468;0;0;0;15954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2376;2776;2449;2571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2109;2237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alternative universe;0;0;280378;484854;0;0;0;0;143910;0;0;0;0;410627;0;324277;0;0;0;0;0;0;0;53939;0;101200;0;94049;109962;87995;0;0;0;50799;0;45678;40606;0;0;0;0;0;0;0;0;243420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40081;41673;39576;39959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
